                           TEXT FILE ANALYSIS REPORT
                           Generated: 2025-03-26 11:59:16
Folder: /Users/muzammilmohammad/Desktop/CA chatbot/cleaned_data_1

+---------------------------------------------------------------------------------------------------------------------------------------------------------+------------------------------+------------------------------+----------------------------------+--------------------------------------+
| FILENAME                                                                                                                                                |    LINES |    WORDS | CHARS (TOTAL) | CHARS (NO SPACES) |
| incometaxindia.gov.in_Pages_ids_pune-cca.aspx.txt                                                                                                       |      858 |     8074 |        62415 |            54597 |
| incometaxindia.gov.in_Pages_tools_deferred-tax-calculator.aspx.txt                                                                                      |     1609 |    23379 |       156124 |           133446 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-form_form10ic-faq.txt                                                                    |      606 |    12232 |        83817 |            71868 |
| incometaxindia.gov.in_Pages_about-us_central-board-of-direct-taxation.aspx.txt                                                                          |     1807 |    52843 |       358521 |           306889 |
| incometaxindia.gov.in_Pages_audio-gallery.aspx.txt                                                                                                      |      908 |     9636 |        72268 |            63007 |
| www.incometax.gov.in_iec_foportal_help_coa-faq.txt                                                                                                      |      598 |     9996 |        72127 |            62406 |
| incometaxindia.gov.in_Pages_utilities_Agriculture-Income.aspx.txt                                                                                       |     1057 |    12649 |        93111 |            80922 |
| incometaxindia.gov.in_Pages_i-am_tax-collector.aspx?k=TCS%20Rates.txt                                                                                   |      977 |    10589 |        79170 |            69007 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs%20on%20Permanent%20Account%20Number.txt                                                                    |     1062 |    12863 |        94813 |            82388 |
| incometaxindia.gov.in_Pages_testimonials.aspx.txt                                                                                                       |      943 |    14724 |       105359 |            91033 |
| incometaxindia.gov.in_Pages_press-releases.aspx.txt                                                                                                     |     1131 |    13629 |       100210 |            87058 |
| www.incometax.gov.in_iec_foportal_help_eri_servicesavailable.txt                                                                                        |      646 |    12921 |        88338 |            75737 |
| incometaxindia.gov.in_Pages_yearly-deadlines-details.aspx?yfmv=2025.txt                                                                                 |     1253 |    19450 |       131701 |           112759 |
| incometaxindia.gov.in_Pages_ids_delhi-cca.aspx.txt                                                                                                      |      858 |     8192 |        62330 |            54394 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs%20for%20Senior%20Citizens.txt                                                                              |     1062 |    12855 |        94741 |            82324 |
| incometaxindia.gov.in_Pages_downloads_forms.aspx?c=13.txt                                                                                               |     1140 |    18299 |       127248 |           109323 |
| incometaxindia.gov.in_Pages_ids_mumbai-cca.aspx.txt                                                                                                     |      858 |     7772 |        59276 |            51762 |
| www.incometax.gov.in_iec_foportal_help_discard-return_faqs.txt                                                                                          |      618 |    15067 |       100448 |            85676 |
| www.incometax.gov.in_iec_foportal_help_Compltonotice-faq.txt                                                                                            |      885 |    14922 |       101317 |            86938 |
| incometaxindia.gov.in_Pages_utility-for-challan.aspx.txt                                                                                                |     1118 |    18320 |       127278 |           109444 |
| incometaxindia.gov.in_Pages_acts_finance-acts.aspx.txt                                                                                                  |     1248 |    45510 |       320439 |           275416 |
| incometaxindia.gov.in_Pages_communications_notifications.aspx?c=21.txt                                                                                  |     1159 |    15472 |       110156 |            95106 |
| www.incometax.gov.in_iec_foportal_help_authenticate-notice-faq.txt                                                                                      |      604 |    12443 |        85508 |            73346 |
| incometaxindia.gov.in_Pages_downloads_other-forms.aspx?c=0.txt                                                                                          |     1114 |    18632 |       131646 |           113280 |
| www.incometax.gov.in_iec_foportal_help_non-company_return-applicable-0.txt                                                                              |     2279 |    27342 |       175846 |           150217 |
| incometaxindia.gov.in_Pages_tax-services_default-status.aspx.txt                                                                                        |      873 |     9194 |        69577 |            60728 |
| incometaxindia.gov.in_Pages_tax-services_pan-grievances.aspx.txt                                                                                        |      874 |     9521 |        71641 |            62453 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+Direct+Tax+Vivad+Se+Vishwas+Act%2c+2020&c=5.txt                                                         |     1059 |    12414 |        91685 |            79721 |
| www.incometax.gov.in_iec_foportal_help_partnership-firm-llp.txt                                                                                         |     2142 |    25450 |       165112 |           141206 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+Direct+Tax+Vivad+Se+Vishwas+Act%2c+2020&c=7.txt                                                         |     1059 |    12414 |        91685 |            79721 |
| incometaxindia.gov.in_Pages_downloads_other-forms.aspx?c=2.txt                                                                                          |     1090 |    17153 |       121497 |           104637 |
| www.incometax.gov.in_iec_foportal_help_all-topics_brochures.txt                                                                                         |      728 |     9289 |        69168 |            60210 |
| www.incometax.gov.in_iec_foportal_help_all-topics_abbreviations.txt                                                                                     |      717 |    12089 |        88043 |            76269 |
| incometaxindia.gov.in_Pages_i-am_trust.aspx.txt                                                                                                         |     1170 |    16561 |       119312 |           103297 |
| incometaxindia.gov.in_Pages_pan.aspx.txt                                                                                                                |     1146 |    21316 |       145149 |           124357 |
| www.incometax.gov.in_iec_foportal_help_all-topics_e-filing-services_filing-your-return_upload-wealth-tax-return_um.txt                                  |      593 |     8944 |        65347 |            56673 |
| www.incometax.gov.in_iec_foportal_help_my-bank-account-faq.txt                                                                                          |      696 |    12508 |        87420 |            75283 |
| incometaxindia.gov.in_Pages_tax-services_tan-pan-consolidated-file.aspx.txt                                                                             |      871 |     8980 |        68013 |            59376 |
| www.incometax.gov.in_iec_foportal_help_manage-itdrein-faq.txt                                                                                           |      618 |    13888 |        95004 |            81409 |
| www.incometax.gov.in_iec_foportal_help_individual_return-applicable.txt                                                                                 |     2385 |    25003 |       160626 |           137416 |
| incometaxindia.gov.in_Pages_tps_trp-details.aspx.txt                                                                                                    |      870 |     7965 |        58565 |            50939 |
| www.incometax.gov.in_iec_foportal_help_externalagency_registration.txt                                                                                  |      650 |    10004 |        71891 |            62209 |
| incometaxindia.gov.in_Pages_form-pan.aspx.txt                                                                                                           |     1051 |    14281 |       103174 |            89349 |
| www.incometax.gov.in_iec_foportal_help_all-topics_e-filing-services_managing-partners_perform-eri-data-transmission-testing_faq.txt                     |      593 |     8988 |        65743 |            57025 |
| www.incometax.gov.in_iec_foportal_help_e-filling-use-dashboard-and-worklist-ca.txt                                                                      |      778 |    11453 |        80819 |            69790 |
| www.incometax.gov.in_iec_foportal_help_how-to-register-e-filing-dsc-faq.txt                                                                             |      606 |    15900 |       105328 |            89711 |
| www.incometax.gov.in_iec_foportal_help_how-to-reset-e-filing-password-faq.txt                                                                           |      610 |    12151 |        83617 |            71753 |
| www.incometax.gov.in_iec_foportal_help_e-filing-generate-instant-e-pan-faq.txt                                                                          |     1145 |    20273 |       130556 |           111037 |
| www.incometax.gov.in_iec_foportal_help_all-topics_tax-payer_company_salaried_how-to-file-tax-returns.txt                                                |      593 |     8724 |        64104 |            55650 |
| incometaxindia.gov.in_Pages_trust-glossary.aspx.txt                                                                                                     |     1081 |    35571 |       230384 |           195312 |
| incometaxindia.gov.in_Pages_i-am_llp.aspx.txt                                                                                                           |     1013 |    11921 |        88505 |            77032 |
| www.incometax.gov.in_iec_foportal_help_all-topics_statutory-forms_popular-form_form10bd-10be-faq.txt                                                    |      652 |     9562 |        70119 |            60849 |
| www.incometax.gov.in_iec_foportal_help_authorize-signatory-faq.txt                                                                                      |      811 |    54212 |       346280 |           292549 |
| incometaxindia.gov.in_Pages_tools_tax-calculator.aspx.txt                                                                                               |     1109 |    13705 |        99464 |            86253 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-form_form10bd-10be.txt                                                                   |      921 |    14931 |       101396 |            86964 |
| www.incometax.gov.in_iec_foportal_help_all-topics_statutory-forms_popular-form_form1-DTVsV-um.txt                                                       |      851 |    18695 |       124797 |           106595 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs%20on%20TAN&c=7.txt                                                                                         |     1062 |    12495 |        92054 |            79996 |
| incometaxindia.gov.in_Pages_communications_notifications.aspx?c=22.txt                                                                                  |     1159 |    15472 |       110164 |            95114 |
| www.incometax.gov.in_iec_foportal_help_all-topics_tax-payer_individual_senior-and-super-senior-citizens_deductions-on-which-i-can-get-tax-benefit.txt   |      593 |     9131 |        66436 |            57575 |
| www.incometax.gov.in_iec_foportal_help_all-topics_e-filing-services_managing-your-account.txt                                                           |     1089 |    11210 |        86104 |            75327 |
| incometaxindia.gov.in_Pages_Direct-Taxes-Data.aspx.txt                                                                                                  |      940 |    14252 |       108599 |            94737 |
| incometaxindia.gov.in_Pages_downloads_other-forms.aspx?c=3.txt                                                                                          |     1090 |    17201 |       121865 |           104957 |
| incometaxindia.gov.in_Pages_tax-services_know-your-tan.aspx.txt                                                                                         |      916 |    10282 |        76219 |            66293 |
| www.incometax.gov.in_iec_foportal_help_e-filing-link-aadhaar-faq.txt                                                                                    |      778 |    13407 |        91267 |            78272 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+Direct+Tax+Vivad+Se+Vishwas+Act%2c+2020&c=6.txt                                                         |     1059 |    12414 |        91685 |            79721 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-forms_form-15ca-um.txt                                                                   |      724 |    14108 |        94864 |            81099 |
| incometaxindia.gov.in_Pages_i-am_llp.aspx?k=PAN.txt                                                                                                     |     1013 |    11921 |        88505 |            77032 |
| www.incometax.gov.in_iec_foportal_help_e-filing-know-itr-status-faq.txt                                                                                 |      641 |    16558 |       109333 |            93093 |
| incometaxindia.gov.in_Pages_copyright-policy.aspx.txt                                                                                                   |     1028 |    14796 |       106977 |            92633 |
| www.incometax.gov.in_iec_foportal_help_challan-status-inquiry-faqs.txt                                                                                  |      598 |     8976 |        65932 |            57229 |
| incometaxindia.gov.in_Pages_tax-services.aspx?c=0.txt                                                                                                   |      900 |     7691 |        61280 |            53941 |
| www.incometax.gov.in_iec_foportal_help_know-tan.txt                                                                                                     |      850 |    13872 |        92303 |            78927 |
| www.incometax.gov.in_iec_foportal_help_all-topics_tax-payer_individual_business-professional_how-to-file-tax-returns.txt                                |      599 |     8988 |        65786 |            57071 |
| incometaxindia.gov.in_Pages_faqs.aspx?c=7.txt                                                                                                           |     1103 |    12950 |        96365 |            83876 |
| www.incometax.gov.in_iec_foportal_help_MyCAFAQ.txt                                                                                                      |      683 |    11816 |        80721 |            69263 |
| incometaxindia.gov.in_Pages_deadline.aspx.txt                                                                                                           |     1174 |    20149 |       139831 |           120241 |
| www.incometax.gov.in_iec_foportal_help_identification-and-generation-of-applicable-ITR-non-individual-and-company-faq.txt                               |      603 |    10665 |        75975 |            65588 |
| incometaxindia.gov.in_Pages_communications_circulars.aspx?c=20.txt                                                                                      |     1146 |    15648 |       111421 |            96281 |
| incometaxindia.gov.in_Pages_i-am_non-resident.aspx.txt                                                                                                  |     1188 |    17317 |       127049 |           110289 |
| incometaxindia.gov.in_Pages_i-am_huf.aspx?k=PAN.txt                                                                                                     |     1173 |    16719 |       120208 |           104036 |
| incometaxindia.gov.in_Pages_downloads_forms.aspx?c=6.txt                                                                                                |     1140 |    17989 |       124361 |           106746 |
| incometaxindia.gov.in_Pages_utilities_Tax-Free-bonds-or-Certificates.aspx.txt                                                                           |     1137 |    23718 |       175985 |           152670 |
| www.incometax.gov.in_iec_foportal_help_eri_keylinks.txt                                                                                                 |      590 |     8636 |        63613 |            55240 |
| www.incometax.gov.in_iec_foportal_help_all-topics_e-filing-services_managing-partners.txt                                                               |      744 |     9739 |        72410 |            62999 |
| incometaxindia.gov.in_Pages_utilities_Cost-Inflation-Index.aspx.txt                                                                                     |     1061 |    12533 |        92041 |            79969 |
| incometaxindia.gov.in_Pages_tax-services_form-24g-preparation-utility.aspx.txt                                                                          |      872 |    10062 |        74439 |            64704 |
| www.incometax.gov.in_iec_foportal_help_individual_return-applicable-2.txt                                                                               |     3402 |    35478 |       218208 |           185380 |
| incometaxindia.gov.in_Pages_utilities_index.aspx.txt                                                                                                    |     1093 |    15144 |       112150 |            97504 |
| incometaxindia.gov.in_Pages_downloads_forms.aspx?c=7.txt                                                                                                |     1128 |    17410 |       121219 |           104238 |
| incometaxindia.gov.in_Pages_international-taxation_treaty-comparison.aspx.txt                                                                           |     1058 |    16522 |       119976 |           103927 |
| incometaxindia.gov.in_Pages_communications_circulars.aspx?c=21.txt                                                                                      |     1146 |    15648 |       111421 |            96281 |
| www.incometax.gov.in_iec_foportal_help_how-to-reset-e-filing-password.txt                                                                               |      895 |    15410 |       105030 |            90140 |
| incometaxindia.gov.in_Pages_tax-services.aspx?c=13.txt                                                                                                  |      900 |     7691 |        61280 |            53941 |
| www.incometax.gov.in_iec_foportal_help_all-topics_tax-payer_individual_non-resident_deductions-on-which-i-can-get-tax-benefit.txt                       |      593 |     9131 |        66436 |            57575 |
| incometaxindia.gov.in_Pages_tax-laws-rules.aspx.txt                                                                                                     |     1068 |    14631 |       107023 |            92871 |
| www.incometax.gov.in_iec_foportal_help_all-topics_awareness-videos.txt                                                                                  |      690 |     9729 |        71614 |            62179 |
| www.incometax.gov.in_iec_foportal_help_perform-rectification-faq.txt                                                                                    |      722 |    11857 |        82849 |            71377 |
| incometaxindia.gov.in_Pages_faqs.aspx?c=6.txt                                                                                                           |     1145 |    13888 |       102399 |            89008 |
| incometaxindia.gov.in_Pages_tax-services_register-legal-heir.aspx.txt                                                                                   |      900 |     9293 |        69761 |            60815 |
| incometaxindia.gov.in_Pages_tax-services.aspx?c=1.txt                                                                                                   |      900 |     7691 |        61280 |            53941 |
| incometaxindia.gov.in_Pages_tax-services_tds-correction-statement.aspx.txt                                                                              |      882 |    10126 |        77146 |            67373 |
| www.incometax.gov.in_iec_foportal_help_register-for-efiling-ca.txt                                                                                      |      668 |    10160 |        73319 |            63483 |
| incometaxindia.gov.in_Pages_international-taxation_withholding-tax.aspx.txt                                                                             |     1055 |    14149 |       103341 |            89660 |
| www.incometax.gov.in_iec_foportal_help_refund_status_user_manual.txt                                                                                    |      696 |    12652 |        86683 |            74387 |
| www.incometax.gov.in_iec_foportal_help_e-filing-view-filed-forms-faq.txt                                                                                |      606 |    11347 |        77286 |            66222 |
| incometaxindia.gov.in_Pages_utilities_Capital-Assets2014.aspx.txt                                                                                       |     1062 |    12689 |        93455 |            81228 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-form_form35-faq.txt                                                                      |      684 |    13967 |        92681 |            79075 |
| www.incometax.gov.in_iec_foportal_help_offline-utility-statutory-forms.txt                                                                              |      983 |    13402 |        91011 |            78198 |
| www.incometax.gov.in_iec_foportal_help_domesticcompany_how-to-file-tax-returns.txt                                                                      |      599 |     9296 |        67911 |            58890 |
| www.incometax.gov.in_iec_foportal_help_e-filing-itr1-form-sahaj-faq.txt                                                                                 |     1284 |    40455 |       248936 |           209417 |
| www.incometax.gov.in_iec_foportal_help_huf_how-to-file-tax-returns.txt                                                                                  |      599 |     8988 |        65786 |            57071 |
| www.incometax.gov.in_iec_foportal_help_all-topics_tax-payer_company.txt                                                                                 |      676 |    10011 |        73153 |            63455 |
| www.incometax.gov.in_iec_foportal_help_how-to-use-my-e-filing-profile.txt                                                                               |      831 |    11518 |        81289 |            70202 |
| incometaxindia.gov.in_Pages_tax-services.aspx?c=3.txt                                                                                                   |      900 |     7691 |        61280 |            53941 |
| www.incometax.gov.in_iec_foportal_help_Payment%20of%20Demand%20without%20DRN.txt                                                                        |      806 |    15186 |       102484 |            87773 |
| incometaxindia.gov.in_Pages_faqs.aspx?c=4.txt                                                                                                           |     1145 |    13888 |       102407 |            89016 |
| www.incometax.gov.in_iec_foportal_help_view-and-submit-compliance-faq.txt                                                                               |      585 |    11330 |        81204 |            70156 |
| incometaxindia.gov.in_Pages_ids_nagpur-cca.aspx.txt                                                                                                     |      855 |     7975 |        61198 |            53483 |
| www.incometax.gov.in_iec_foportal_help_how-to-manage-tax-credit-mismatch.txt                                                                            |      663 |     9631 |        69521 |            60202 |
| www.incometax.gov.in_iec_foportal_help_all-topics_e-filing-services_managing-your-account_change-your-password_faq.txt                                  |      593 |     8944 |        65369 |            56695 |
| www.incometax.gov.in_iec_foportal_help_externalagency_servicesavailable.txt                                                                             |      600 |     8977 |        66052 |            57351 |
| www.incometax.gov.in_iec_foportal_help_know-ao.txt                                                                                                      |      641 |    10037 |        71513 |            61770 |
| www.incometax.gov.in_iec_foportal_help_all-topics_e-filing-services_managing-your-user-profile.txt                                                      |      866 |    10128 |        75346 |            65583 |
| incometaxindia.gov.in_Pages_downloads_forms.aspx?c=5.txt                                                                                                |     1132 |    19230 |       135167 |           116292 |
| incometaxindia.gov.in_Pages_i-am_individuals.aspx?k=Tax%20Payment.txt                                                                                   |     1171 |    16509 |       118626 |           102663 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-form_form10id-um.txt                                                                     |      699 |    15978 |       106859 |            91228 |
| www.incometax.gov.in_iec_foportal_help_Certificate-of-appreciation-faq.txt                                                                              |      627 |    10827 |        77458 |            66935 |
| incometaxindia.gov.in_Pages_utilities_Notified-Urban-Areas.aspx.txt                                                                                     |     1081 |    14468 |       106112 |            92086 |
| www.incometax.gov.in_iec_foportal_help_individual_return-applicable-0.txt                                                                               |     3076 |    35767 |       223618 |           190203 |
| www.incometax.gov.in_iec_foportal_help_how-to-work-with-ca.txt                                                                                          |      750 |    11001 |        77896 |            67287 |
| incometaxindia.gov.in_Pages_i-am_tax-deductor.aspx?k=TAN.txt                                                                                            |     1155 |    15939 |       115195 |            99792 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+interest+under+section+234A%2c+234B%2c+234C+and+234D&c=13.txt                                           |     1062 |    12551 |        92414 |            80300 |
| www.incometax.gov.in_iec_foportal_help_individual_return-applicable-1.txt                                                                               |     3331 |    32485 |       199012 |           169145 |
| incometaxindia.gov.in_Pages_international-taxation_advance-pricing-agreement-reports.aspx.txt                                                           |      873 |     9047 |        69399 |            60705 |
| incometaxindia.gov.in_Pages_downloads_forms.aspx?c=4.txt                                                                                                |     1140 |    18126 |       125867 |           108100 |
| incometaxindia.gov.in_Pages_communications_circulars.aspx?c=22.txt                                                                                      |     1146 |    15648 |       111413 |            96273 |
| incometaxindia.gov.in_Pages_ids-2016.aspx.txt                                                                                                           |      991 |    15350 |       113524 |            98534 |
| incometaxindia.gov.in_Pages_tax-services_tax-demand-status.aspx.txt                                                                                     |      877 |     8983 |        68830 |            60178 |
| www.incometax.gov.in_iec_foportal_help_e-filing-know-tan-faq.txt                                                                                        |      610 |    12369 |        83824 |            71724 |
| incometaxindia.gov.in_Pages_faqs.aspx?c=5.txt                                                                                                           |     1145 |    13880 |       102423 |            89040 |
| www.incometax.gov.in_iec_foportal_help_how-to-generate-e-filing-evc-faq.txt                                                                             |      626 |    15867 |       104534 |            88970 |
| incometaxindia.gov.in_Pages_i-am_huf.aspx?k=Tax%20Payment.txt                                                                                           |     1173 |    16719 |       120208 |           104036 |
| www.incometax.gov.in_iec_foportal_help_verify-service-request-faq.txt                                                                                   |      616 |    11762 |        82402 |            70933 |
| incometaxindia.gov.in_Pages_tax-services_consolidated-demand.aspx.txt                                                                                   |      871 |     8788 |        67260 |            58815 |
| incometaxindia.gov.in_Pages_tax-services.aspx?c=2.txt                                                                                                   |      900 |     7691 |        61280 |            53941 |
| www.incometax.gov.in_iec_foportal_help_form10b-faq%28Applicable%20for%20filing%20upto%20A.Y.%202022-23%29.txt                                           |      598 |    11677 |        80020 |            68618 |
| www.incometax.gov.in_iec_foportal_help_all-topics_statutory-forms_popular-form_form15ca-faq.txt                                                         |      680 |    14869 |        99961 |            85417 |
| incometaxindia.gov.in_Pages_jurisdiction.aspx.txt                                                                                                       |     1277 |    18897 |       135990 |           117651 |
| incometaxindia.gov.in_Pages_i-am_domestic-company.aspx?k=PAN.txt                                                                                        |     1179 |    16959 |       121952 |           105543 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-form_form10e-faq.txt                                                                     |      605 |    11788 |        80027 |            68519 |
| www.incometax.gov.in_iec_foportal_help_view-rectification-status-faq.txt                                                                                |      584 |    13734 |        94437 |            80983 |
| incometaxindia.gov.in_Pages_tps_trp-track-status.aspx.txt                                                                                               |      769 |     6276 |        48930 |            42954 |
| incometaxindia.gov.in_Pages_i-am_aop.aspx?k=PAN.txt                                                                                                     |     1005 |    11768 |        87539 |            76215 |
| incometaxindia.gov.in_Pages_tax-services.aspx.txt                                                                                                       |      900 |     7691 |        61280 |            53941 |
| incometaxindia.gov.in_Pages_ids_andhra-pradesh-cca.aspx.txt                                                                                             |      858 |     7909 |        61180 |            53527 |
| www.incometax.gov.in_iec_foportal_help_how-to-generate-instant-e-pan.txt                                                                                |     1469 |    20956 |       134329 |           114389 |
| incometaxindia.gov.in_Pages_tax-services_tds-certificate-verification.aspx.txt                                                                          |      875 |     8927 |        67704 |            59107 |
| www.incometax.gov.in_iec_foportal_help_localauthority_how-to-file-tax-returns.txt                                                                       |      599 |     9318 |        67999 |            58956 |
| incometaxindia.gov.in_Pages_i-am_individuals.aspx.txt                                                                                                   |     1171 |    16509 |       118626 |           102663 |
| incometaxindia.gov.in_Pages_tax-services.aspx?c=6.txt                                                                                                   |      900 |     7691 |        61280 |            53941 |
| www.incometax.gov.in_iec_foportal_help_all-topics_dosndonts.txt                                                                                         |      671 |    10557 |        75805 |            65566 |
| www.incometax.gov.in_iec_foportal_help_how-to-generate-e-filing-static-password.txt                                                                     |      648 |    10401 |        74511 |            64406 |
| incometaxindia.gov.in_Pages_Tax-calculators.aspx.txt                                                                                                    |     1193 |    11890 |        86037 |            74646 |
| incometaxindia.gov.in_Pages_faqs.aspx?c=1.txt                                                                                                           |     1145 |    13920 |       102471 |            89048 |
| incometaxindia.gov.in_Pages_pm-garib-kalyan-yojana-2016.aspx.txt                                                                                        |      896 |    12361 |        99443 |            87406 |
| incometaxindia.gov.in_Pages_Deposit_TDS_TCS.aspx.txt                                                                                                    |      971 |     8294 |        65192 |            57289 |
| incometaxindia.gov.in_Pages_tenders.aspx.txt                                                                                                            |     1132 |    14424 |       105816 |            91869 |
| incometaxindia.gov.in_Pages_downloads_forms.aspx?c=0.txt                                                                                                |     1132 |    16644 |       117211 |           100922 |
| incometaxindia.gov.in_Pages_tps_about-vertical.aspx.txt                                                                                                 |      821 |    15229 |       108441 |            93557 |
| www.incometax.gov.in_iec_foportal_help_all-topics_tax-payer_individual_deductions-on-which-i-get-tax-benefit.txt                                        |      762 |    14137 |        98932 |            85203 |
| incometaxindia.gov.in_Pages_tax-services_quarterly-statement-status.aspx.txt                                                                            |      871 |     8462 |        64766 |            56648 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-form_form10e-um.txt                                                                      |      742 |    14716 |        97574 |            83227 |
| incometaxindia.gov.in_Pages_eoi_circulars-by-other-agencies.aspx.txt                                                                                    |      902 |    10597 |        82422 |            72180 |
| incometaxindia.gov.in_Pages_income-from-house-property.aspx?k=Let-out%20Property.txt                                                                    |      895 |     8572 |        67600 |            59396 |
| www.incometax.gov.in_iec_foportal_help_FileITR-2Online-FAQ.txt                                                                                          |     1266 |    37347 |       228882 |           192459 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-form_form1-DTVsV-um.txt                                                                  |      832 |    18174 |       120429 |           102728 |
| incometaxindia.gov.in_Pages_utilities_Eligible-Projects.aspx.txt                                                                                        |     1127 |    16913 |       123824 |           107303 |
| incometaxindia.gov.in_Pages_i-am_foreign-company.aspx.txt                                                                                               |     1173 |    16719 |       119891 |           103719 |
| incometaxindia.gov.in_Pages_video-gallery.aspx.txt                                                                                                      |      915 |     9298 |        70097 |            61169 |
| incometaxindia.gov.in_Pages_comic-books.aspx.txt                                                                                                        |      996 |     8524 |        67790 |            59589 |
| incometaxindia.gov.in_Pages_faqs.aspx?k=FAQs+on+interest+under+section+234A%2c+234B%2c+234C+and+234D&c=16.txt                                           |     1062 |    12551 |        92414 |            80300 |
| www.incometax.gov.in_iec_foportal_help_register-for-efiling-tax-deductor-and-collector-faq.txt                                                          |      595 |     9709 |        70336 |            60899 |
| incometaxindia.gov.in_Pages_tutorials.aspx?c=21.txt                                                                                                     |     1117 |    14938 |       108994 |            94533 |
| incometaxindia.gov.in_Pages_i-am_huf.aspx.txt                                                                                                           |     1173 |    16719 |       120208 |           104036 |
| incometaxindia.gov.in_Pages_downloads_forms.aspx?c=1.txt                                                                                                |     1134 |    17132 |       119442 |           102666 |
| incometaxindia.gov.in_Pages_children-corner.aspx.txt                                                                                                    |     1048 |    13772 |       100527 |            87218 |
| incometaxindia.gov.in_Pages_i-am_llp.aspx?k=Tax%20Payment.txt                                                                                           |     1013 |    11921 |        88505 |            77032 |
| incometaxindia.gov.in_Pages_income-tax-dictionary.aspx.txt                                                                                              |     1150 |    29851 |       190601 |           161164 |
| www.incometax.gov.in_iec_foportal_help_how-to-authenticate-notice.txt                                                                                   |      666 |    10902 |        77125 |            66545 |
| incometaxindia.gov.in_Pages_ids_north-east-cca.aspx.txt                                                                                                 |      858 |     7767 |        59785 |            52276 |
| incometaxindia.gov.in_Pages_tax-services.aspx?c=15.txt                                                                                                  |      900 |     7691 |        61280 |            53941 |
| incometaxindia.gov.in_Pages_i-am_tax-deductor.aspx?k=Payment%20of%20TDS.txt                                                                             |     1155 |    15939 |       115195 |            99792 |
| incometaxindia.gov.in_Pages_faqs.aspx?c=0.txt                                                                                                           |     1146 |    13975 |       102876 |            89398 |
| incometaxindia.gov.in_Pages_take-online-oath.aspx.txt                                                                                                   |      758 |     6073 |        47958 |            42181 |
| www.incometax.gov.in_iec_foportal_help_e-filing-use-dashboard-and-worklist-ca-faq.txt                                                                   |      611 |    12187 |        83946 |            72047 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_popular-form_form35-um.txt                                                                       |      717 |    15962 |       106118 |            90524 |
| incometaxindia.gov.in_Pages_tax-services.aspx?c=7.txt                                                                                                   |      900 |     7691 |        61280 |            53941 |
| www.incometax.gov.in_iec_foportal_help_identification-and-generation-of-applicable-ITR-non-individual-and-company.txt                                   |      885 |    22649 |       142516 |           120402 |
| incometaxindia.gov.in_Pages_downloads_income-tax-return.aspx.txt                                                                                        |     1138 |    14598 |       104618 |            90520 |
| incometaxindia.gov.in_Pages_utilities_exempted-institutions.aspx.txt                                                                                    |     1771 |    12340 |       100063 |            88912 |
| incometaxindia.gov.in_Pages_tax-services.aspx?c=5.txt                                                                                                   |      900 |     7691 |        61280 |            53941 |
| incometaxindia.gov.in_Pages_Tax-helpline.aspx.txt                                                                                                       |     1129 |    15515 |       115088 |           100059 |
| incometaxindia.gov.in_Pages_faqs.aspx?c=2.txt                                                                                                           |     1145 |    13920 |       102527 |            89104 |
| incometaxindia.gov.in_Pages_downloads_forms.aspx?c=3.txt                                                                                                |     1138 |    17411 |       121026 |           104003 |
| incometaxindia.gov.in_Pages_tax-services_online-tan-registration.aspx.txt                                                                               |      886 |    10879 |        79510 |            68968 |
| www.incometax.gov.in_iec_foportal_help_my-demat-account-faq.txt                                                                                         |      608 |    14247 |        95135 |            81173 |
| www.incometax.gov.in_iec_foportal_help_offline-utility.txt                                                                                              |      880 |    14130 |        96158 |            82537 |
| incometaxindia.gov.in_Pages_tools_tds-calculator.aspx.txt                                                                                               |     1082 |    12657 |        93289 |            81099 |
| incometaxindia.gov.in_Pages_feedback-home.aspx.txt                                                                                                      |     1035 |    13835 |       101573 |            88178 |
| www.incometax.gov.in_iec_foportal_help_statutory-forms_file-statutory-form_popular-form_form-10-IEA-um.txt                                              |     1204 |    21486 |       136063 |           115374 |
| www.incometax.gov.in_iec_foportal_help_log-in-e-filing-portal-faq.txt                                                                                   |      681 |    18460 |       120788 |           102675 |
| incometaxindia.gov.in_Pages_tax-services_tds-compliance-report.aspx.txt                                                                                 |      872 |     9236 |        69441 |            60549 |
| incometaxindia.gov.in_Pages_tax-services_response-defective-notice.aspx.txt                                                                             |      875 |     9308 |        70210 |            61233 |
